title,tag,severity
"Broken link in SSO callback #1830",billing,urgent
"Crash in invoice PDF #1831",api,urgent
"Crash in SSO callback #1832",billing,low
"Broken link in invoice PDF #1833",api,low
"Bad encoding in usage report #1834",reports,normal
"Bad encoding in seat assignment #1835",billing,low
"Timeout on monthly export #1836",api,normal
"Crash in SSO callback #1837",onboarding,low
"Slow response from webhook retry #1838",api,low
"Wrong total in invoice PDF #1839",onboarding,urgent
"Broken link in invoice PDF #1840",api,normal
"Missing field in renewal flow #1841",api,low
"Slow response from usage report #1842",reports,low
"Bad encoding in SSO callback #1843",billing,urgent
"Timeout on webhook retry #1844",api,high
"Crash in seat assignment #1845",reports,normal
"Slow response from usage report #1846",billing,high
"Broken link in audit log #1847",reports,high
"Crash in SSO callback #1848",billing,urgent
"Missing field in webhook retry #1849",reports,low
"Missing field in invoice PDF #1850",mobile,high
"Missing field in webhook retry #1851",docs,high
"Slow response from webhook retry #1852",docs,urgent
"Missing field in webhook retry #1853",auth,normal
"Bad encoding in renewal flow #1854",billing,high
"Bad encoding in monthly export #1855",reports,high
"Crash in webhook retry #1856",docs,urgent
"Wrong total in SSO callback #1857",reports,low
"Wrong total in seat assignment #1858",mobile,urgent
"Timeout on webhook retry #1859",docs,urgent
"Crash in usage report #1860",auth,high
"Crash in invoice PDF #1861",docs,urgent
"Slow response from usage report #1862",auth,urgent
"Wrong total in audit log #1863",api,urgent
"Timeout on SSO callback #1864",auth,low
"Crash in monthly export #1865",onboarding,high
"Bad encoding in invoice PDF #1866",onboarding,urgent
"Broken link in audit log #1867",reports,high
"Bad encoding in monthly export #1868",onboarding,normal
"Wrong total in SSO callback #1869",auth,normal
"Broken link in audit log #1870",onboarding,low
"Slow response from monthly export #1871",auth,normal
"Bad encoding in audit log #1872",onboarding,high
"Missing field in SSO callback #1873",reports,normal
"Broken link in renewal flow #1874",docs,normal
"Broken link in seat assignment #1875",billing,urgent
"Bad encoding in usage report #1876",onboarding,low
"Timeout on webhook retry #1877",docs,high
"Wrong total in renewal flow #1878",api,low
"Broken link in usage report #1879",api,low
"Wrong total in seat assignment #1880",reports,normal
"Timeout on audit log #1881",api,low
"Bad encoding in SSO callback #1882",onboarding,low
"Crash in seat assignment #1883",api,normal
"Bad encoding in usage report #1884",auth,urgent
"Missing field in audit log #1885",docs,normal
"Wrong total in SSO callback #1886",mobile,high
"Slow response from usage report #1887",auth,high
"Slow response from audit log #1888",billing,high
"Slow response from SSO callback #1889",billing,high
"Missing field in invoice PDF #1890",mobile,high
"Broken link in seat assignment #1891",docs,urgent
"Broken link in audit log #1892",billing,normal
"Bad encoding in SSO callback #1893",auth,normal
"Wrong total in monthly export #1894",auth,urgent
"Crash in audit log #1895",auth,high
"Crash in seat assignment #1896",docs,low
"Crash in monthly export #1897",onboarding,low
"Wrong total in seat assignment #1898",billing,low
"Broken link in renewal flow #1899",billing,urgent
"Crash in usage report #1900",api,low
"Broken link in webhook retry #1901",onboarding,normal
"Bad encoding in renewal flow #1902",api,urgent
"Wrong total in audit log #1903",reports,urgent
"Broken link in usage report #1904",billing,low
"Missing field in renewal flow #1905",api,urgent
"Wrong total in webhook retry #1906",reports,low
"Timeout on SSO callback #1907",onboarding,low
"Bad encoding in usage report #1908",onboarding,urgent
"Crash in seat assignment #1909",reports,low
"Slow response from usage report #1910",api,high
"Timeout on usage report #1911",mobile,high
"Broken link in SSO callback #1912",docs,urgent
"Timeout on seat assignment #1913",billing,urgent
"Crash in SSO callback #1914",docs,urgent
"Bad encoding in renewal flow #1915",billing,urgent
"Bad encoding in invoice PDF #1916",billing,urgent
"Crash in invoice PDF #1917",mobile,low
"Bad encoding in seat assignment #1918",auth,high
"Slow response from seat assignment #1919",docs,low
"Missing field in renewal flow #1920",reports,high
"Slow response from webhook retry #1921",onboarding,urgent
"Slow response from renewal flow #1922",docs,urgent
"Slow response from monthly export #1923",api,urgent
"Missing field in renewal flow #1924",mobile,high
"Crash in renewal flow #1925",auth,high
"Crash in renewal flow #1926",onboarding,normal
"Timeout on monthly export #1927",onboarding,high
"Wrong total in usage report #1928",onboarding,normal
"Crash in audit log #1929",api,normal
"Bad encoding in SSO callback #1930",auth,urgent
"Slow response from usage report #1931",reports,normal
"Bad encoding in seat assignment #1932",auth,high
"Missing field in renewal flow #1933",api,high
"Bad encoding in seat assignment #1934",billing,low
"Wrong total in renewal flow #1935",docs,low
"Missing field in audit log #1936",billing,normal
"Broken link in monthly export #1937",reports,low
"Slow response from SSO callback #1938",onboarding,urgent
"Slow response from monthly export #1939",docs,low
"Wrong total in monthly export #1940",onboarding,high
"Wrong total in renewal flow #1941",billing,high
"Timeout on monthly export #1942",onboarding,urgent
"Crash in audit log #1943",onboarding,normal
"Wrong total in audit log #1944",mobile,urgent
"Crash in monthly export #1945",onboarding,urgent
"Missing field in invoice PDF #1946",api,normal
"Wrong total in audit log #1947",auth,normal
"Crash in renewal flow #1948",mobile,low
"Wrong total in invoice PDF #1949",onboarding,low
"Missing field in audit log #1950",billing,high
"Bad encoding in seat assignment #1951",onboarding,normal
"Broken link in SSO callback #1952",billing,high
"Broken link in monthly export #1953",auth,normal
"Timeout on renewal flow #1954",billing,urgent
"Timeout on monthly export #1955",auth,urgent
"Crash in renewal flow #1956",onboarding,urgent
"Crash in seat assignment #1957",billing,low
"Broken link in audit log #1958",auth,normal
"Slow response from usage report #1959",mobile,high
"Bad encoding in seat assignment #1960",api,high
"Crash in monthly export #1961",docs,low
"Missing field in usage report #1962",reports,high
"Crash in SSO callback #1963",auth,urgent
"Missing field in seat assignment #1964",reports,normal
"Bad encoding in seat assignment #1965",reports,urgent
"Slow response from SSO callback #1966",billing,urgent
"Timeout on seat assignment #1967",onboarding,urgent
"Missing field in seat assignment #1968",reports,urgent
"Timeout on webhook retry #1969",api,normal
"Slow response from usage report #1970",auth,low
"Broken link in usage report #1971",onboarding,high
"Broken link in SSO callback #1972",api,low
"Broken link in monthly export #1973",reports,urgent
"Slow response from monthly export #1974",reports,high
"Broken link in seat assignment #1975",reports,urgent
"Slow response from monthly export #1976",auth,high
"Crash in renewal flow #1977",docs,low
"Missing field in seat assignment #1978",reports,normal
"Broken link in renewal flow #1979",docs,urgent
"Crash in webhook retry #1980",mobile,low
"Timeout on webhook retry #1981",reports,urgent
"Wrong total in usage report #1982",reports,urgent
"Crash in usage report #1983",reports,urgent
"Timeout on webhook retry #1984",billing,high
"Slow response from SSO callback #1985",api,urgent
"Bad encoding in usage report #1986",mobile,high
"Slow response from usage report #1987",mobile,normal
"Wrong total in usage report #1988",reports,high
"Broken link in audit log #1989",docs,urgent
"Timeout on seat assignment #1990",api,normal
"Crash in renewal flow #1991",onboarding,normal
"Timeout on audit log #1992",reports,low
"Wrong total in webhook retry #1993",docs,high
"Broken link in usage report #1994",api,low
"Timeout on SSO callback #1995",auth,normal
"Crash in SSO callback #1996",docs,normal
"Slow response from invoice PDF #1997",reports,low
"Wrong total in audit log #1998",mobile,urgent
"Wrong total in SSO callback #1999",billing,low
"Broken link in audit log #2000",billing,urgent
"Crash in invoice PDF #2001",reports,urgent
"Wrong total in invoice PDF #2002",auth,urgent
"Wrong total in monthly export #2003",onboarding,urgent
"Crash in audit log #2004",onboarding,normal
"Slow response from usage report #2005",onboarding,low
"Wrong total in invoice PDF #2006",reports,high
"Slow response from webhook retry #2007",mobile,low
"Slow response from audit log #2008",docs,normal
"Slow response from audit log #2009",billing,low
"Broken link in usage report #2010",onboarding,high
"Missing field in seat assignment #2011",auth,normal
"Missing field in webhook retry #2012",mobile,high
"Slow response from seat assignment #2013",api,high
"Bad encoding in usage report #2014",billing,low
"Slow response from renewal flow #2015",api,urgent
"Crash in audit log #2016",docs,normal
"Broken link in webhook retry #2017",docs,low
"Broken link in webhook retry #2018",reports,urgent
"Bad encoding in renewal flow #2019",mobile,high
"Missing field in monthly export #2020",mobile,urgent
"Bad encoding in webhook retry #2021",reports,urgent
"Slow response from monthly export #2022",mobile,normal
"Missing field in usage report #2023",reports,low
"Timeout on invoice PDF #2024",reports,normal
"Slow response from monthly export #2025",auth,urgent
"Crash in invoice PDF #2026",billing,high
"Bad encoding in monthly export #2027",billing,high
"Missing field in usage report #2028",reports,urgent
"Missing field in audit log #2029",reports,low
"Wrong total in audit log #2030",auth,high
"Bad encoding in webhook retry #2031",onboarding,urgent
"Missing field in audit log #2032",billing,high
"Missing field in renewal flow #2033",api,high
"Wrong total in webhook retry #2034",reports,low
"Crash in audit log #2035",reports,low
"Slow response from monthly export #2036",docs,high
"Timeout on seat assignment #2037",docs,high
"Missing field in renewal flow #2038",reports,urgent
"Slow response from invoice PDF #2039",api,normal
"Broken link in seat assignment #2040",reports,normal
"Wrong total in invoice PDF #2041",api,low
"Wrong total in webhook retry #2042",auth,low
"Wrong total in webhook retry #2043",auth,urgent
"Missing field in seat assignment #2044",reports,low
"Wrong total in webhook retry #2045",docs,urgent
"Wrong total in renewal flow #2046",mobile,high
"Timeout on SSO callback #2047",reports,high
"Timeout on seat assignment #2048",auth,normal
"Bad encoding in SSO callback #2049",api,normal
"Bad encoding in usage report #2050",auth,high
"Wrong total in audit log #2051",docs,low
"Broken link in audit log #2052",onboarding,urgent
"Wrong total in audit log #2053",billing,urgent
"Broken link in webhook retry #2054",auth,low
"Crash in seat assignment #2055",onboarding,normal
"Slow response from SSO callback #2056",reports,normal
"Timeout on webhook retry #2057",onboarding,high
"Missing field in SSO callback #2058",docs,low
"Bad encoding in renewal flow #2059",reports,urgent
"Bad encoding in seat assignment #2060",docs,high
"Bad encoding in audit log #2061",reports,low
"Wrong total in seat assignment #2062",auth,low
"Wrong total in audit log #2063",mobile,urgent
"Wrong total in SSO callback #2064",mobile,low
"Slow response from renewal flow #2065",api,normal
"Timeout on seat assignment #2066",docs,high
"Missing field in renewal flow #2067",docs,high
"Slow response from renewal flow #2068",reports,normal
"Broken link in webhook retry #2069",mobile,normal
"Wrong total in monthly export #2070",billing,high
"Wrong total in seat assignment #2071",docs,high
"Timeout on usage report #2072",docs,low
"Slow response from SSO callback #2073",docs,low
"Broken link in monthly export #2074",docs,urgent
"Wrong total in monthly export #2075",onboarding,urgent
"Bad encoding in monthly export #2076",api,urgent
"Missing field in invoice PDF #2077",billing,normal
"Timeout on seat assignment #2078",mobile,high
"Slow response from SSO callback #2079",onboarding,normal
"Slow response from webhook retry #2080",auth,low
"Timeout on audit log #2081",auth,high
"Wrong total in SSO callback #2082",billing,urgent
"Wrong total in renewal flow #2083",billing,urgent
"Broken link in webhook retry #2084",onboarding,urgent
"Missing field in webhook retry #2085",auth,urgent
"Bad encoding in seat assignment #2086",auth,low
"Missing field in webhook retry #2087",onboarding,high
"Timeout on webhook retry #2088",docs,low
